proto,id
tcp,1172
udp,1173
arp,1174
tcp,1175
udp,1176
ospf,1177
udp,1178
udp,1179
unas,1180
tcp,1181
tcp,1182
tcp,1183
udp,1184
tcp,1185
udp,1186
tcp,1187
tcp,1188
tcp,1189
tcp,1190
udp,1191
udp,1192
trunk-1,1193
tcp,1194
tcp,1195
udp,1196
tcp,1197
udp,1198
tcp,1199
tcp,1200
any,1201
tcp,1202
,1203
udp,1204
udp,1205
udp,1206
tcp,1207
udp,1208
tcp,1209
tcp,1210
tcp,1211
tcp,1212
udp,1213
tcp,1214
tcp,1215
udp,1216
udp,1217
tcp,1218
udp,1219
fc,1220
unas,1221
argus,1222
tcp,1223
tcp,1224
tcp,1225
udp,1226
tcp,1227
tcp,1228
mobile,1229
tcp,1230
tcp,1231
udp,1232
tcp,1233
udp,1234
,1235
tcp,1236
udp,1237
unas,1238
tcp,1239
tcp,1240
tcp,1241
arp,1242
udp,1243
udp,1244
udp,1245
tcp,1246
tcp,1247
udp,1248
unas,1249
,1250
udp,1251
tcp,1252
tcp,1253
tcp,1254
udp,1255
tcp,1256
tcp,1257
3pc,1258
udp,1259
ax.25,1260
tcp,1261
tcp,1262
udp,1263
tcp,1264
,1265
tcp,1266
tcp,1267
udp,1268
udp,1269
udp,1270
tcp,1271
ipnip,1272
udp,1273
tcp,1274
udp,1275
l2tp,1276
udp,1277
tcp,1278
tcp,1279
arp,1280
udp,1281
udp,1282
tcp,1283
udp,1284
cpnx,1285
,1286
skip,1287
tcp,1288
udp,1289
ipv6-frag,1290
il,1291
tcp,1292
udp,1293
tcp,1294
tcp,1295
tcp,1296
,1297
,1298
tcp,1299
unas,1300
udp,1301
udp,1302
tcp,1303
udp,1304
rvd,1305
visa,1306
idpr-cmtp,1307
unas,1308
tcp,1309
udp,1310
tcp,1311
scps,1312
tcp,1313
udp,1314
udp,1315
,1316
tcp,1317
unas,1318
tcp,1319
tcp,1320
udp,1321
tcp,1322
tcp,1323
udp,1324
udp,1325
unas,1326
udp,1327
tcp,1328
udp,1329
udp,1330
tcp,1331
tcp,1332
tcp,1333
udp,1334
tcp,1335
tcp,1336
udp,1337
udp,1338
tcp,1339
tcp,1340
udp,1341
tcp,1342
unas,1343
tcp,1344
xtp,1345
tcp,1346
,1347
tcp,1348
unas,1349
tcp,1350
udp,1351
tcp,1352
unas,1353
unas,1354
,1355
tcp,1356
tcp,1357
udp,1358
ospf,1359
udp,1360
tcp,1361
udp,1362
tcp,1363
,1364
tcp,1365
tcp,1366
udp,1367
udp,1368
tcp,1369
tcp,1370
udp,1371
tcp,1372
sps,1373
tcp,1374
sm,1375
unas,1376
udp,1377
udp,1378
,1379
tcp,1380
tcp,1381
udp,1382
udp,1383
udp,1384
udp,1385
udp,1386
tcp,1387
udp,1388
tcp,1389
tcp,1390
tcp,1391
ospf,1392
tcp,1393
udp,1394
tcp,1395
udp,1396
tcp,1397
ax.25,1398
any,1399
udp,1400
tcp,1401
udp,1402
udp,1403
udp,1404
tcp,1405
tcp,1406
tcp,1407
tcp,1408
tcp,1409
tcp,1410
tcp,1411
gre,1412
unas,1413
tcp,1414
udp,1415
udp,1416
tcp,1417
tcp,1418
unas,1419
tcp,1420
udp,1421
tcp,1422
unas,1423
tcp,1424
udp,1425
udp,1426
tcp,1427
tcp,1428
udp,1429
udp,1430
rsvp,1431
tcp,1432
udp,1433
tcp,1434
xns-idp,1435
udp,1436
udp,1437
tcp,1438
udp,1439
tcp,1440
unas,1441
arp,1442
tcp,1443
udp,1444
unas,1445
tcp,1446
udp,1447
udp,1448
tcp,1449
,1450
udp,1451
tcp,1452
tcp,1453
udp,1454
tcp,1455
tcp,1456
ipv6-opts,1457
udp,1458
unas,1459
udp,1460
unas,1461
tcp,1462
,1463
tcp,1464
udp,1465
tcp,1466
tcp,1467
udp,1468
unas,1469
tcp,1470
tcp,1471
tcp,1472
arp,1473
tcp,1474
udp,1475
udp,1476
udp,1477
udp,1478
udp,1479
udp,1480
tcp,1481
udp,1482
tcp,1483
encap,1484
tcp,1485
udp,1486
udp,1487
tcp,1488
udp,1489
tcp,1490
udp,1491
udp,1492
udp,1493
,1494
tcp,1495
udp,1496
tcp,1497
ippc,1498
udp,1499
udp,1500
udp,1501
merit-inp,1502
tcp,1503
tcp,1504
ifmp,1505
udp,1506
unas,1507
ospf,1508
udp,1509
tcp,1510
sctp,1511
tcp,1512
,1513
tcp,1514
tcp,1515
udp,1516
udp,1517
tcp,1518
udp,1519
tcp,1520
udp,1521
tcp,1522
udp,1523
tcp,1524
tcp,1525
tcp,1526
tcp,1527
udp,1528
tcp,1529
tcp,1530
unas,1531
udp,1532
udp,1533
pnni,1534
udp,1535
unas,1536
leaf-1,1537
udp,1538
tcp,1539
udp,1540
arp,1541
unas,1542
tcp,1543
udp,1544
tcp,1545
dcn,1546
tcp,1547
tcp,1548
tcp,1549
tcp,1550
udp,1551
ipip,1552
udp,1553
udp,1554
unas,1555
tcp,1556
tcp,1557
,1558
udp,1559
tcp,1560
tcp,1561
udp,1562
unas,1563
tcp,1564
tcp,1565
udp,1566
udp,1567
udp,1568
udp,1569
udp,1570
tcp,1571
tcp,1572
tcp,1573
unas,1574
udp,1575
tcp,1576
unas,1577
udp,1578
udp,1579
ospf,1580
tcp,1581
udp,1582
ospf,1583
udp,1584
udp,1585
tcp,1586
udp,1587
tcp,1588
tcp,1589
tcp,1590
tcp,1591
udp,1592
udp,1593
udp,1594
unas,1595
unas,1596
tcp,1597
tcp,1598
tcp,1599
tcp,1600
,1601
,1602
,1603
netblt,1604
tcp,1605
udp,1606
tcp,1607
tcp,1608
bbn-rcc,1609
unas,1610
tcp,1611
udp,1612
emcon,1613
sctp,1614
tcp,1615
tcp,1616
rdp,1617
udp,1618
udp,1619
udp,1620
tcp,1621
tcp,1622
tcp,1623
tcp,1624
tcp,1625
udp,1626
udp,1627
udp,1628
tcp,1629
udp,1630
udp,1631
udp,1632
swipe,1633
udp,1634
tcp,1635
udp,1636
nsfnet-igp,1637
cftp,1638
tcp,1639
tcp,1640
tcp,1641
tcp,1642
tcp,1643
udp,1644
tcp,1645
udp,1646
tcp,1647
tcp,1648
udp,1649
sctp,1650
tcp,1651
udp,1652
udp,1653
udp,1654
udp,1655
unas,1656
udp,1657
tcp,1658
,1659
tcp,1660
udp,1661
cpnx,1662
,1663
udp,1664
tcp,1665
tcp,1666
tcp,1667
udp,1668
tcp,1669
xtp,1670
tcp,1671
udp,1672
udp,1673
snp,1674
tcp,1675
tcp,1676
udp,1677
tcp,1678
tcp,1679
udp,1680
arp,1681
tcp,1682
tcp,1683
udp,1684
tcp,1685
udp,1686
,1687
udp,1688
udp,1689
tcp,1690
,1691
tcp,1692
udp,1693
tcp,1694
udp,1695
udp,1696
tcp,1697
udp,1698
tcp,1699
udp,1700
tcp,1701
tcp,1702
udp,1703
udp,1704
tcp,1705
udp,1706
tcp,1707
tcp,1708
udp,1709
tcp,1710
tcp,1711
udp,1712
udp,1713
tcp,1714
udp,1715
crudp,1716
udp,1717
udp,1718
unas,1719
,1720
udp,1721
tcp,1722
tcp,1723
tcp,1724
tcp,1725
ipv6,1726
tcp,1727
udp,1728
tcp,1729
udp,1730
udp,1731
tcp,1732
,1733
il,1734
netblt,1735
tcp,1736
unas,1737
udp,1738
,1739
udp,1740
tcp,1741
,1742
iso-tp4,1743
unas,1744
udp,1745
udp,1746
tcp,1747
tcp,1748
tcp,1749
udp,1750
udp,1751
tcp,1752
,1753
,1754
,1755
udp,1756
unas,1757
tcp,1758
tcp,1759
ipcv,1760
unas,1761
sat-mon,1762
udp,1763
udp,1764
tcp,1765
udp,1766
udp,1767
pim,1768
tcp,1769
cbt,1770
unas,1771
tcp,1772
,1773
udp,1774
tcp,1775
udp,1776
mobile,1777
tcp,1778
udp,1779
unas,1780
tcp,1781
,1782
udp,1783
tcp,1784
tcp,1785
tcp,1786
udp,1787
tcp,1788
udp,1789
arp,1790
tcp,1791
tcp,1792
tcp,1793
tcp,1794
xtp,1795
udp,1796
tcp,1797
tcp,1798
arp,1799
tcp,1800
udp,1801
unas,1802
udp,1803
udp,1804
tcp,1805
arp,1806
,1807
udp,1808
mux,1809
tcp,1810
,1811
unas,1812
udp,1813
tcp,1814
udp,1815
,1816
unas,1817
udp,1818
udp,1819
udp,1820
udp,1821
tcp,1822
tcp,1823
tcp,1824
unas,1825
udp,1826
udp,1827
unas,1828
unas,1829
tcp,1830
,1831
tcp,1832
tcp,1833
tcp,1834
tcp,1835
tcp,1836
arp,1837
udp,1838
udp,1839
udp,1840
udp,1841
udp,1842
udp,1843
tcp,1844
udp,1845
udp,1846
tcp,1847
tcp,1848
udp,1849
tcp,1850
tcp,1851
unas,1852
tcp,1853
udp,1854
tcp,1855
udp,1856
udp,1857
tcp,1858
tcp,1859
ospf,1860
tcp,1861
tcp,1862
udp,1863
udp,1864
udp,1865
udp,1866
udp,1867
udp,1868
tcp,1869
tcp,1870
udp,1871
tcp,1872
tcp,1873
tcp,1874
,1875
tcp,1876
udp,1877
tcp,1878
udp,1879
ospf,1880
tcp,1881
udp,1882
udp,1883
tcp,1884
tcp,1885
tcp,1886
udp,1887
udp,1888
ospf,1889
udp,1890
,1891
udp,1892
tcp,1893
tcp,1894
udp,1895
tcp,1896
udp,1897
tcp,1898
tcp,1899
tcp,1900
udp,1901
nvp,1902
udp,1903
tcp,1904
udp,1905
tcp,1906
unas,1907
tcp,1908
tcp,1909
tcp,1910
ib,1911
tcp,1912
tcp,1913
tcp,1914
unas,1915
i-nlsp,1916
udp,1917
tcp,1918
tcp,1919
,1920
tcp,1921
tcp,1922
udp,1923
,1924
udp,1925
tcp,1926
udp,1927
udp,1928
etherip,1929
udp,1930
udp,1931
udp,1932
ospf,1933
udp,1934
udp,1935
tcp,1936
udp,1937
udp,1938
udp,1939
tcp,1940
tcp,1941
udp,1942
tcp,1943
udp,1944
udp,1945
,1946
tcp,1947
udp,1948
udp,1949
udp,1950
arp,1951
arp,1952
udp,1953
tcp,1954
xtp,1955
encap,1956
unas,1957
tcp,1958
udp,1959
udp,1960
udp,1961
tcp,1962
udp,1963
tcp,1964
udp,1965
udp,1966
tcp,1967
udp,1968
tcp,1969
tcp,1970
tcp,1971
udp,1972
tcp,1973
udp,1974
udp,1975
tcp,1976
udp,1977
udp,1978
ipip,1979
udp,1980
tcp,1981
udp,1982
tcp,1983
udp,1984
tcp,1985
tcp,1986
udp,1987
udp,1988
tcp,1989
udp,1990
udp,1991
tcp,1992
tcp,1993
tcp,1994
udp,1995
sctp,1996
tcp,1997
,1998
udp,1999
ospf,2000
pvp,2001
udp,2002
tcp,2003
tcp,2004
udp,2005
,2006
udp,2007
udp,2008
arp,2009
tcp,2010
smp,2011
udp,2012
swipe,2013
tcp,2014
udp,2015
udp,2016
,2017
tcp,2018
udp,2019
unas,2020
tcp,2021
,2022
udp,2023
udp,2024
udp,2025
udp,2026
tcp,2027
tcp,2028
tcp,2029
tcp,2030
tcp,2031
udp,2032
arp,2033
tcp,2034
tcp,2035
unas,2036
udp,2037
udp,2038
udp,2039
tcp,2040
ospf,2041
unas,2042
udp,2043
tcp,2044
bbn-rcc,2045
udp,2046
tcp,2047
unas,2048
tcp,2049
udp,2050
tcp,2051
tcp,2052
tcp,2053
udp,2054
udp,2055
udp,2056
udp,2057
,2058
udp,2059
tcp,2060
unas,2061
udp,2062
tcp,2063
tcp,2064
tcp,2065
idrp,2066
udp,2067
ospf,2068
any,2069
udp,2070
tcp,2071
,2072
tcp,2073
tcp,2074
udp,2075
tcp,2076
tcp,2077
tcp,2078
udp,2079
tcp,2080
tcp,2081
tcp,2082
udp,2083
arp,2084
udp,2085
argus,2086
udp,2087
tcp,2088
unas,2089
udp,2090
udp,2091
tcp,2092
udp,2093
udp,2094
udp,2095
tcp,2096
,2097
udp,2098
tcp,2099
udp,2100
tcp,2101
udp,2102
tcp,2103
udp,2104
tcp,2105
udp,2106
unas,2107
unas,2108
unas,2109
udp,2110
ipcomp,2111
tcp,2112
tcp,2113
,2114
arp,2115
udp,2116
udp,2117
udp,2118
dgp,2119
,2120
ospf,2121
udp,2122
unas,2123
tcp,2124
tcp,2125
tcp,2126
udp,2127
tcp,2128
udp,2129
tcp,2130
udp,2131
tcp,2132
udp,2133
tcp,2134
udp,2135
,2136
tcp,2137
unas,2138
tcp,2139
tcp,2140
tcp,2141
udp,2142
unas,2143
tcp,2144
tcp,2145
tcp,2146
mhrp,2147
tcp,2148
,2149
tcp,2150
udp,2151
unas,2152
unas,2153
tcp,2154
,2155
unas,2156
tcp,2157
tcp,2158
udp,2159
udp,2160
ipv6-route,2161
tcp,2162
udp,2163
tcp,2164
tcp,2165
udp,2166
unas,2167
tcp,2168
udp,2169
unas,2170
tcp,2171
tcp,2172
tcp,2173
udp,2174
tcp,2175
tcp,2176
udp,2177
tcp,2178
bbn-rcc,2179
udp,2180
tcp,2181
tcp,2182
tcp,2183
tcp,2184
zero,2185
ddx,2186
tcp,2187
udp,2188
tcp,2189
udp,2190
udp,2191
udp,2192
udp,2193
tcp,2194
,2195
udp,2196
unas,2197
tcp,2198
irtp,2199
tcp,2200
udp,2201
udp,2202
tcp,2203
unas,2204
udp,2205
tcp,2206
tcp,2207
tcp,2208
udp,2209
unas,2210
udp,2211
tcp,2212
unas,2213
tcp,2214
tcp,2215
udp,2216
tcp,2217
udp,2218
tcp,2219
tcp,2220
tcp,2221
tcp,2222
udp,2223
udp,2224
unas,2225
udp,2226
udp,2227
tcp,2228
unas,2229
udp,2230
tcp,2231
udp,2232
ospf,2233
unas,2234
,2235
udp,2236
udp,2237
tcp,2238
udp,2239
udp,2240
,2241
tcp,2242
tcp,2243
tcp,2244
unas,2245
udp,2246
icmp,2247
tcp,2248
tcp,2249
tcp,2250
tcp,2251
tcp,2252
tcp,2253
udp,2254
tcp,2255
tcp,2256
tcp,2257
xtp,2258
tcp,2259
tcp,2260
udp,2261
udp,2262
tcp,2263
tcp,2264
tcp,2265
unas,2266
tcp,2267
tcp,2268
tcp,2269
udp,2270
udp,2271
udp,2272
unas,2273
unas,2274
udp,2275
udp,2276
tcp,2277
udp,2278
udp,2279
tcp,2280
udp,2281
udp,2282
udp,2283
,2284
tcp,2285
ospf,2286
udp,2287
tcp,2288
,2289
tcp,2290
,2291
udp,2292
udp,2293
unas,2294
udp,2295
tcp,2296
unas,2297
udp,2298
sctp,2299
unas,2300
udp,2301
udp,2302
unas,2303
unas,2304
tcp,2305
udp,2306
tcp,2307
,2308
udp,2309
tcp,2310
unas,2311
tcp,2312
tcp,2313
tcp,2314
arp,2315
,2316
tcp,2317
udp,2318
udp,2319
udp,2320
ipip,2321
,2322
udp,2323
udp,2324
tcp,2325
tcp,2326
udp,2327
mhrp,2328
tcp,2329
udp,2330
udp,2331
tcp,2332
